,película,año,imdb,metascore,votos
3400,Rampage: Devastación,(2018),6.1,45,178909
3401,Buscando,(III) (2018),7.6,71,175130
3402,WiFi Ralph,(2018),7.0,71,173939
3403,El justiciero 2,(2018),6.7,50,173428
3404,Roma,(2018),7.7,96,165297
3405,Halloween,(I) (2018),6.5,67,162427
3406,The Ballad of Buster Scruggs,(2018),7.3,79,159922
3407,Sicario 2: Soldado,(2018),7.1,61,158900
3408,Bad Times at the El Royale,(2018),7.1,60,158339
3409,Un pequeño favor,(2018),6.8,67,157106
3410,El vicepresidente,(I) (2018),7.2,61,155961
3411,Maze Runner: La cura mortal,(2018),6.2,50,153237
3412,La monja,(2018),5.3,46,151732
3413,Creed II: Defendiendo el legado,(2018),7.1,66,149211
3414,La mula,(2018),7.0,58,146674
3415,¡Te atrapé!,(I) (2018),6.5,56,141756
3416,El depredador,(2018),5.3,48,139381
3417,Máquinas mortales,(2018),6.1,44,134006
3418,Rascacielos: Rescate en las alturas,(2018),5.8,51,129379
3419,Titanes del Pacífico: La insurrección,(2018),5.6,44,123072
3420,El Pasajero,(I) (2018),6.3,56,121470
3421,Yo soy Simón,(2018),7.5,72,121379
3422,El robo perfecto,(2018),7.0,49,119144
3423,To All the Boys I've Loved Before,(2018),7.0,64,117856
3424,Familia al instante,(2018),7.3,57,114266
3425,The Cloverfield Paradox,(2018),5.5,37,109931
3426,Operación Overlord,(2018),6.6,60,103792
3427,"Mamma Mía, vamos otra vez",(2018),6.6,60,103245
3428,Viudas,(2018),6.8,84,101662
3429,Cafarnaúm-La ciudad olvidada,(2018),8.4,75,98236
3430,El regreso de Mary Poppins,(2018),6.7,66,92407
3431,Beautiful Boy: Siempre serás mi hijo,(I) (2018),7.3,62,90128
3432,Tropa de héroes,(2018),6.5,54,88302
3433,Suspiria,(I) (2018),6.7,64,86309
3434,La casa de Jack,(2018),6.8,42,85047
3435,Sorry to Bother You,(2018),6.9,80,85044
3436,Mandy,(I) (2018),6.5,82,85041
3437,Milla 22: El escape,(2018),6.1,38,84364
3438,No me las toquen,(2018),6.2,69,82860
3439,Un asunto de familia,(2018),7.9,93,82066
3440,Christopher Robin: Un reencuentro inolvidable,(2018),7.2,60,81905
3441,Mi ex es un espía,(2018),6.0,52,80902
3442,Hotel Transylvania 3: Monstruos de vacaciones,(2018),6.3,54,80688
3443,Eighth Grade,(2018),7.4,87,80178
3444,Johnny English 3.0,(2018),6.2,39,79926
3445,El Grinch,(2018),6.4,51,79294
3446,The Christmas Chronicles,(2018),7.0,52,78390
3447,Robin Hood,(2018),5.3,32,77359
3448,Outlaw King,(2018),6.9,59,77344
3449,Climax,(I) (2018),6.9,67,74943
3450,Deseo de mata,(2018),6.3,31,74632
3451,En los 90,(2018),7.3,66,73681
3452,Free Solo,(2018),8.1,83,73676
3453,Burning,(2018),7.5,90,71442
3454,Cincuenta sombras liberadas,(2018),4.5,31,70301
3455,Ataque submarino,(2018),6.6,43,68579
3456,Matar o morir,(2018),6.5,29,68316
3457,Les frères Sisters,(2018),6.9,78,68272
3458,Hotel Mumbai: El atentado,(2018),7.6,62,68033
3459,La noche del demonio: La última llave,(2018),5.7,49,67593
3460,12 horas para sobrevivir: el inico,(2018),5.2,54,67582
3461,Alfa,(II) (2018),6.6,63,64888
3462,Mowgli,(2018),6.5,51,64366
3463,Leave No Trace,(2018),7.1,88,63251
3464,Den skyldige,(2018),7.5,83,62290
3465,Tully,(2018),6.9,75,61715
3466,Verdad o reto,(I) (2018),5.2,35,60329
3467,Guerra fría,(2018),7.5,90,60109
3468,A la deriva,(I) (2018),6.6,56,59827
3469,Set It Up,(2018),6.5,62,59408
3470,Hotel de criminales,(2018),6.1,58,56585
3471,Apostle,(2018),6.3,62,56509
3472,El ártico,(2018),6.8,71,56208
3473,How It Ends,(2018),5.0,36,56184
3474,Sexy por accidente,(2018),5.6,48,55958
3475,Extinction,(2018),5.8,40,55706
3476,Can You Ever Forgive Me?,(2018),7.1,87,54717
3477,La casa con un reloj en sus paredes,(2018),6.1,57,53932
3478,Las dos reinas,(2018),6.3,60,53416
3479,Dragged Across Concrete,(2018),6.9,60,52488
3480,When We First Met,(2018),6.4,36,52412
3481,If Beale Street Could Talk,(2018),7.1,87,51230
3482,The Guernsey Literary and Potato Peel Pie Society,(2018),7.3,65,50152
3483,La chica en la telaraña,(2018),6.1,43,50013
3484,Unsane,(2018),6.4,63,48639
3485,The Old Man & the Gun,(2018),6.7,80,48426
3486,Under the Silver Lake,(2018),6.5,60,47715
3487,American Animals,(2018),7.0,68,47677
3488,The Perfection,(2018),6.2,60,47478
3489,Anon,(I) (2018),6.1,54,47106
3490,Un viaje en el tiempo,(2018),4.3,53,46791
3491,Operation Finale,(2018),6.6,58,46321
3492,Las travesuras de Peter Rabbit,(2018),6.6,51,46120
3493,Summer of 84,(2018),6.7,57,43962
3494,Night School,(2018),5.6,43,43064
3495,Pie pequeño,(2018),6.6,60,41744
3496,Peligro en la montaña,(2018),5.9,61,41204
3497,Corazón borrado,(2018),6.9,69,40835
3498,White Boy Rick,(2018),6.5,59,40797
3499,Réplicas,(2018),5.4,19,40767
3500,Sierra Burgess Is a Loser,(2018),5.8,60,40452
3501,Amor a la deriva,(2018),6.0,42,40254
3502,Hold the Dark,(2018),5.6,63,39284
3503,Stan & Ollie,(2018),7.2,75,39053
3504,High Life,(2018),5.8,78,38785
3505,The Hate U Give,(2018),7.5,81,38738
3506,El alma de la fiesta,(I) (2018),5.6,46,38501
3507,Holmes & Watson,(2018),3.9,24,38261
3508,Van Gogh en la puerta de la eternidad,(2018),6.9,76,38197
3509,Freaks,(2018),6.7,63,37959
3510,Three Identical Strangers,(2018),7.6,81,37816
3511,Mute,(II) (2018),5.4,35,37129
3512,They Shall Not Grow Old,(II) (2018),8.2,91,37043
3513,Todos lo saben,(2018),6.9,68,36964
3514,La voz de la igualdad,(2018),7.1,59,36877
3515,Pesadilla en el infierno,(2018),6.4,44,36720
3516,Slender Man,(I) (2018),3.2,30,36714
3517,La viuda,(2018),6.0,54,36548
3518,Eliminar amigo 2: Red oscura,(2018),6.0,53,36220
3519,Dumplin',(2018),6.5,53,36174
3520,22 July,(2018),6.8,69,36145
3521,La maldición de la casa Winchester,(2018),5.4,28,35777
3522,El Cascanueces y los cuatro reinos,(2018),5.6,39,35719
3523,The Professor,(I) (2018),6.7,37,35380
3524,Padmaavat,(2018),7.0,63,35171
3525,15:17 tren a París,(2018),5.3,45,34939
3526,Mentes poderosas,(2018),5.7,39,34552
3527,Cam,(2018),5.9,71,34544
3528,Amor de medianoche,(2018),6.6,38,34340
3529,The Nightingale,(I) (2018),7.3,77,33591
3530,Tau,(2018),5.8,43,33437
3531,Los extraños: cacería nocturna,(2018),5.2,48,33043
3532,Border,(2018),7.0,75,32863
3533,The Titan,(2018),4.8,33,32787
3534,"Game Over, Man!",(2018),5.4,32,32317
3535,Blindspotting,(2018),7.4,76,32025
3536,Destination Wedding,(2018),6.0,46,31950
3537,The Clovehitch Killer,(2018),6.5,59,31854
3538,Calibre,(2018),6.8,76,31756
3539,Prospect,(2018),6.3,68,31692
3540,Gringo: se busca vivo o muerto,(2018),6.1,46,31488
3541,Cuando ellas quieren,(I) (2018),6.1,53,31110
3542,Destrucción,(2018),6.2,62,30955
3543,Wildlife,(2018),6.8,80,30438
3544,Dragon Ball Super: Broly,(2018),7.7,59,30161
3545,¿Quién mató a los puppets?,(2018),5.5,27,29631
3546,Jefa por accidente,(2018),5.8,46,29346
3547,No te preocupes no irá lejos,(2018),6.8,67,29293
3548,Dogman,(2018),7.2,71,28409
3549,Guasón,(I) (2019),8.4,59,1391483
3550,Avengers: Endgame,(2019),8.4,78,1208126
3551,Parásito,(2019),8.5,96,881117
3552,Había una vez en Hollywood,(2019),7.6,83,796008
3553,Entre navajas y secretos,(2019),7.9,82,737992
3554,1917,(2019),8.2,78,637914
3555,Capitana Marvel,(2019),6.8,64,588895
3556,Spider-Man: Lejos de Casa,(2019),7.4,69,529064
3557,Star Wars: El ascenso de Skywalker,(2019),6.5,53,474559
3558,Contra lo imposible,(2019),8.1,81,432842
3559,Jojo Rabbit,(2019),7.9,58,418926
3560,El irlandés,(2019),7.8,94,411165
3561,John Wick 3: Parabellum,(2019),7.4,73,403036
3562,¡Shazam!,(2019),7.0,71,371188
3563,Los caballeros: criminales con clase,(2019),7.8,51,368576
3564,Midsommar. El terror no espera la noche,(2019),7.1,72,365882
3565,Historia de un matrimonio,(2019),7.9,94,330651
3566,Nosotros,(II) (2019),6.8,81,321305
3567,Uncut Gems,(2019),7.4,91,302487
3568,It capítulo 2,(2019),6.5,58,286303
3569,Battle Angel: La última guerrera,(2019),7.3,53,283189
3570,Aladdín,(2019),6.9,53,280478
3571,El Camino: A Breaking Bad Movie,(2019),7.3,72,275057
3572,Jumanji: El siguiente nivel,(2019),6.7,58,268989
3573,Toy Story 4,(2019),7.7,84,267568
3574,El rey león,(2019),6.8,55,258207
3575,Glass,(2019),6.6,43,257268
3576,El hoyo,(2019),7.0,73,253071
3577,Ad Astra. Hacia las estrellas,(2019),6.5,80,251432
3578,The Lighthouse,(I) (2019),7.4,83,237065
3579,"Rápidos y furiosos, Hobbs & Shaw",(2019),6.5,60,227178
3580,Mujercitas,(2019),7.8,91,226793
3581,Doctor Sueño,(2019),7.3,59,205697
3582,X-Men: Dark Phoenix,(2019),5.7,43,197427
3583,Godzilla II: El rey de los monstruos,(2019),6.0,48,193881
3584,Zombieland: Tiro de gracia,(2019),6.7,55,192114
3585,6 Underground,(2019),6.1,41,189177
3586,Terminator: Destino oculto,(2019),6.2,54,187202
3587,Rocketman,(I) (2019),7.3,69,185631
3588,Frozen 2,(2019),6.8,64,184888
3589,Pokémon: Detective Pikachu,(2019),6.5,53,176187
3590,Klaus,(2019),8.2,65,170591
3591,Boda sangrienta,(I) (2019),6.8,64,168910
3592,Yesterday,(III) (2019),6.8,55,160900
3593,Murder Mystery,(2019),6.0,38,159604
3594,The King,(I) (2019),7.3,62,141977
3595,Cómo entrenar a tu dragón 3,(2019),7.4,71,141790
3596,Hombres de Negro Internacional,(2019),5.6,38,141403
3597,Sound of Metal,(2019),7.7,82,140760
3598,Triple Frontier,(2019),6.5,61,138834
3599,Escape Room: Sin salida,(I) (2019),6.4,48,134795
3600,The Two Popes,(2019),7.6,75,129459
3601,La noche de las nerds,(2019),7.1,84,126367
3602,El escándalo,(I) (2019),6.8,64,122263
3603,Proyecto Géminis,(2019),5.7,38,117786
3604,Ni en tus sueños,(2019),6.8,67,116650
3605,Maléfica: Dueña del mal,(2019),6.6,43,113391
3606,Agente bajo fuego,(2019),6.4,45,105265
3607,Rambo: la última misión,(2019),6.1,26,105202
3608,Estafadoras de Wall Street,(2019),6.3,79,104816
3609,Brightburn: El hijo de la oscuridad,(2019),6.1,44,103898
3610,Retrato de una mujer en llamas,(2019),8.1,95,101634
3611,Ted Bundy: durmiendo con el asesino,(2019),6.7,52,99073
3612,The Highwaymen,(2019),6.9,58,97790
3613,The Peanut Butter Falcon,(2019),7.6,70,97161
3614,I Am Mother,(2019),6.7,64,96203
3615,Polar,(I) (2019),6.3,19,95501
3616,Cementerio maldito,(2019),5.7,57,95484
3617,El precio de la verdad,(2019),7.6,73,95342
3618,Hellboy,(2019),5.2,31,95023
3619,El caso de Richard Jewell,(2019),7.5,68,93924
3620,Midway: Batalla en el Pacífico,(2019),6.7,47,91123
3621,Infierno en la tormenta,(I) (2019),6.1,60,90065
3622,Anna,(II) (2019),6.6,40,88697
3623,Fractured,(I) (2019),6.4,36,85803
3624,Un buen día en el vecindario,(2019),7.2,80,85421
3625,Luchando con mi familia,(2019),7.1,68,85337
3626,Last Christmas,(2019),6.5,50,84446
3627,Los muertos no mueren,(2019),5.5,53,82788
3628,Annabelle 3: Viene a casa,(2019),5.9,53,82037
3629,Historias de miedo para contar en la oscuridad,(2019),6.2,61,81495
3630,Feliz día de tu muerte 2,(2019),6.2,57,80996
3631,Dumbo,(2019),6.3,51,80167
3632,Ángeles de Charlie,(2019),5.0,52,77447
3633,A dos metros de tí,(2019),7.2,53,76851
3634,Venganza,(2019),6.2,57,73307
3635,La gran aventura LEGO 2,(2019),6.6,65,73273
3636,Buscando justicia,(2019),7.6,68,72745
3637,Isn't It Romantic,(2019),5.9,60,72392
3638,Nueva York sin salida,(2019),6.6,51,71223
3639,The Farewell,(I) (2019),7.5,89,68139
3640,Vivero,(2019),5.9,64,67660
3641,La Vida Secreta de Tus Mascotas 2,(2019),6.4,55,66376
3642,Guns Akimbo,(2019),6.3,42,66249
3643,Velvet Buzzsaw,(2019),5.7,61,64339
3644,Maestras del engaño,(I) (2019),5.4,35,63427
3645,Dolemite Is My Name,(2019),7.2,76,63402
3646,In the Tall Grass,(2019),5.5,46,61335
3647,I See You,(II) (2019),6.8,65,61299
3648,Dolor y gloria,(2019),7.5,87,61229
3649,After: Aquí empieza todo,(I) (2019),5.3,30,61176
3650,Huérfanos de Brooklyn,(2019),6.8,60,60851
3651,Always Be My Maybe,(2019),6.8,64,60553
3652,Downton Abbey,(2019),7.4,64,60383
3653,In the Shadow of the Moon,(2019),6.2,48,57800
3654,Shaft,(2019),6.4,40,56910
3655,Ma,(I) (2019),5.6,53,56237
3656,La rebelión,(2019),6.0,54,56233
3657,El muñeco diabólico,(2019),5.7,48,54590
3658,La maldición de la Llorona,(2019),5.3,41,54344
3659,Cats,(2019),2.8,32,54138
3660,Espías a escondidas,(2019),6.8,54,53912
3661,The Laundromat,(I) (2019),6.3,57,53516
3662,Judy,(II) (2019),6.8,66,53403
3663,The Dirt,(2019),7.0,39,53188
3664,Color Out of Space,(2019),6.2,70,53059
3665,The Lodge,(2019),6.0,64,53041
3666,Togo,(2019),7.9,69,52825
3667,Official Secrets,(2019),7.3,63,51757
3668,Fyre,(2019),7.2,75,50421
3669,Tenki no ko,(2019),7.5,72,50189
3670,"Stuber, locos al volante",(2019),6.2,42,50055
3671,Entre la razón y la locura,(2019),7.2,27,48951
3672,The Silence,(II) (2019),5.3,25,48785
3673,Un día lluvioso en Nueva York,(2019),6.5,38,48068
3674,The Report,(I) (2019),7.2,66,47572
3675,El buen mentiroso,(2019),6.7,55,45324
3676,Tolkien,(2019),6.8,48,44308
3677,Obsesión,(I) (2019),5.4,37,43639
3678,Los locos Addams,(2019),5.8,46,43248
3679,Saint Maud,(2019),6.7,83,42886
3680,La hora de tu muerte,(III) (2019),5.4,31,42804
3681,Code 8: Renegados,(2019),6.1,48,42742
3682,The Vast of Night,(2019),6.7,84,42640
3683,Mala educación,(2019),7.1,79,42261
3684,Gully Boy,(2019),7.9,65,41966
3685,The Boy Who Harnessed the Wind,(2019),7.6,68,41847
3686,Un amigo abominable,(2019),7.0,61,41024
3687,The Informer,(2019),6.6,61,40286
3688,Honey Boy,(2019),7.2,73,39722
3689,Late Night,(2019),6.5,70,39704
3690,The Art of Self-Defense,(2019),6.6,65,39658
3691,The Outpost,(2019),6.8,71,37979
3692,Paratemporal,(2019),6.2,64,37554
3693,The Aeronauts,(2019),6.6,60,35914
3694,IO,(2019),4.8,40,35645
3695,Between Two Ferns: The Movie,(2019),6.1,59,35430
3696,Mi amigo Enzo,(2019),7.5,43,35288
3697,J'ai perdu mon corps,(2019),7.5,81,35275
3698,Yip Man 4,(2019),7.0,62,35191
3699,Liu lang di qiu,(2019),5.9,57,34538
3700,Queen & Slim,(2019),7.1,74,33684
3701,Haunt,(I) (2019),6.3,69,33144
3702,Angry Birds 2: La película,(2019),6.4,60,33123
3703,Dora y la ciudad perdida,(2019),6.1,63,32889
3704,7500,(2019),6.3,58,30999
3705,Tenet,(2020),7.3,69,554670
3706,Soul,(2020),8.0,83,354612
3707,Mujer Maravilla 1984,(2020),5.4,60,282524
3708,Un lugar en silencio: parte II,(2020),7.2,71,256173
3709,Aves de presa,(2020),6.1,60,254602
3710,Misión de rescate,(2020),6.8,56,248913
3711,El hombre invisible,(I) (2020),7.1,72,242173
3712,Enola Holmes,(2020),6.6,68,208296
3713,Hermosa venganza,(2020),7.5,72,193448
3714,The Trial of the Chicago 7,(2020),7.7,76,186948
3715,Otra ronda,(2020),7.7,79,179514
3716,The Old Guard,(2020),6.7,70,176520
3717,El padre,(I) (2020),8.2,88,175549
3718,Nomadland,(2020),7.3,91,173457
3719,Palm Springs,(2020),7.4,83,172903
3720,Bad Boys para siempre,(2020),6.5,59,169256
3721,Unidos,(I) (2020),7.4,61,161216
3722,Mulan,(2020),5.8,66,154851
3723,Sonic: La película,(2020),6.5,47,151606
3724,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,(2020),6.6,68,148003
3725,El diablo a todas horas,(2020),7.1,55,145433
3726,I Care a Lot,(2020),6.3,66,139768
3727,Love and Monsters,(2020),6.9,63,136521
3728,El día del fin del mundo,(2020),6.4,64,126281
3729,La cacería,(II) (2020),6.5,50,122479
3730,Greyhound,(2020),7.0,64,106337
3731,Hamilton,(2020),8.3,89,105066
3732,Eurovision Song Contest: The Story of Fire Saga,(2020),6.5,50,99312
3733,I'm Thinking of Ending Things,(2020),6.6,78,94852
3734,Project Power,(2020),6.0,51,94536
3735,Spenser Confidential,(2020),6.2,49,94189
3736,News of the World,(2020),6.8,73,92611
3737,Minari,(2020),7.4,89,89900
3738,Amenaza en lo profundo,(2020),5.9,48,89704
3739,Run,(I) (2020),6.7,67,89426
3740,The Midnight Sky,(2020),5.7,58,87012
3741,The Social Dilemma,(2020),7.6,78,86940
3742,Los nuevos mutantes,(2020),5.3,43,85666
3743,Bloodshot,(2020),5.7,44,82145
3744,Mank,(2020),6.8,79,79424
3745,Boss Level,(2020),6.8,56,74570
3746,The King of Staten Island,(2020),7.1,67,73760
3747,Unhinged,(I) (2020),6.0,40,73363
3748,Holidate,(2020),6.1,44,73149
3749,Dolittle,(2020),5.6,26,68364
3750,The Courier,(2020),7.2,65,68197
3751,Demon Slayer: El tren infinito,(2020),8.2,72,67222
3752,Freaky: este cuerpo está para matar,(2020),6.3,67,67015
3753,Monster Hunter: La cacería comienza,(I) (2020),5.2,47,64931
3754,La casa oscura,(2020),6.5,68,62077
3755,Ava,(IV) (2020),5.4,39,60158
3756,My Octopus Teacher,(2020),8.1,82,59891
3757,Emma.,(2020),6.7,71,59186
3758,El Justiciero,(2020),7.5,81,57319
3759,Ma Rainey's Black Bottom,(2020),6.9,87,56369
3760,Fantasy Island,(2020),4.9,22,55832
3761,Venganza implacable,(2020),6.0,46,54865
3762,Hubie Halloween,(2020),5.2,53,54684
3763,Da 5 Bloods,(2020),6.5,82,53906
3764,Pieces of a Woman,(2020),7.0,66,53803
3765,El llamado salvaje,(2020),6.7,48,53542
3766,Bill & Ted Face the Music,(2020),5.9,65,51098
3767,The Way Back,(I) (2020),6.7,66,50850
3768,Los Croods 2: Una nueva era,(2020),6.9,56,49432
3769,The Babysitter: Killer Queen,(2020),5.8,22,47228
3770,His House,(2020),6.5,72,45916
3771,Rebecca,(I) (2020),6.0,46,44895
3772,Hillbilly Elegy,(2020),6.7,38,44854
3773,Happiest Season,(2020),6.6,69,44291
3774,Las brujas,(2020),5.4,47,44126
3775,To All the Boys: P.S. I Still Love You,(2020),6.0,54,43846
3776,The Wrong Missy,(2020),5.7,33,43314
3777,Possessor,(2020),6.5,72,42246
3778,The Half of It,(I) (2020),6.9,74,41297
3779,Escape from Pretoria,(2020),6.8,56,40991
3780,"Quo vadis, Aida?",(2020),8.0,97,36546
3781,WolfWalkers,(2020),8.0,87,36229
3782,All the Bright Places,(2020),6.6,61,36087
3783,La mirada oculta,(2020),5.7,62,36012
3784,Estación Zombie 2: Península,(2020),5.5,51,35846
3785,After We Collided,(2020),5.0,14,35501
3786,The Kissing Booth 2,(2020),5.7,39,35296
3787,Host,(II) (2020),6.5,73,35192
3788,On the Rocks,(2020),6.4,73,34564
3789,David Attenborough: A Life on Our Planet,(2020),8.9,72,33560
3790,One Night in Miami...,(2020),7.1,83,33456
3791,The Christmas Chronicles: Part Two,(2020),6.0,51,33195
3792,Grandes espías,(2020),6.3,46,33127
3793,Déjalo ir,(2020),6.7,63,33126
3794,Gretel & Hansel,(2020),5.5,64,32748
3795,The Banker,(2020),7.3,59,32558
3796,Mignonnes,(2020),3.6,67,32100
3797,American Murder: The Family Next Door,(2020),7.2,67,31014
3798,The Dry,(2020),6.8,69,30331
3799,Never Rarely Sometimes Always,(2020),7.4,92,30169
3800,Artemis Fowl,(2020),4.3,31,29812
3801,The Dissident,(2020),7.8,81,29425
3802,Pasajero oculto,(2020),5.0,66,29202
3803,Scooby Doo,(2020),5.6,43,28863
3804,Antebellum,(2020),5.8,43,28860
3805,The Prom,(2020),5.9,55,28523
3806,Relic,(2020),6.0,77,28522
3807,La maldición renace,(I) (2020),4.4,41,28174
3808,Fatman,(2020),5.9,40,28143
3809,Shiva Baby,(2020),7.1,79,27253
3810,The Lovebirds,(2020),6.1,59,27181
3811,Sputnik: Extraño pasajero,(2020),6.4,61,26029
3812,Trolls 2 Wolrd Tour,(2020),6.1,51,25955
3813,"Corre, escóndete, pelea",(2020),6.3,13,25885
3814,An American Pickle,(2020),5.7,58,25391
3815,Archive,(2020),6.4,67,24924
3816,Alone,(V) (2020),6.2,70,24416
3817,Over the Moon,(2020),6.3,60,24138
3818,You Should Have Left,(2020),5.4,46,23853
3819,Lost Girls,(2020),6.2,67,23829
3820,En guerra con mi abuelo,(2020),5.6,34,23384
3821,The Wolf of Snow Hollow,(2020),6.2,67,23280
3822,Irresistible,(I) (2020),6.3,47,22524
3823,Capone,(2020),4.7,46,22247
3824,Miss Americana,(2020),7.4,65,22151
3825,Uncle Frank,(2020),7.3,58,22061
3826,El fotógrafo de Minamata,(2020),7.2,55,22011
3827,Love Wedding Repeat,(2020),5.6,41,21589
3828,Becky,(II) (2020),6.0,54,21284
3829,Ammonite,(2020),6.5,72,21121
3830,Kajillionaire,(2020),6.4,78,21032
3831,The Kid Detective,(2020),7.0,74,20994
3832,The Willoughbys,(2020),6.4,68,20690
3833,The SpongeBob Movie: Sponge on the Run,(2020),5.9,65,20458
3834,The Dark and the Wicked,(2020),6.1,72,20122
3835,Jingle Jangle: A Christmas Journey,(2020),6.5,69,19723
3836,Brahms: The Boy II,(2020),4.7,29,19484
3837,Spider-Man: Sin camino a casa,(2021),8.2,71,825445
3838,Duna,(2021),8.0,74,709278
3839,No miren arriba,(2021),7.2,49,568609
3840,Sin tiempo para morir,(2021),7.3,68,426881
3841,La Liga de la Justicia de Zack Snyder,(2021),7.9,54,422054
3842,Shang-chi y la leyenda de los diez anillos,(2021),7.4,71,412874
3843,Black Widow,(2021),6.7,68,405849
3844,Free Guy. Tomando el control,(2021),7.1,62,399914
3845,El Escuadrón Suicida,(2021),7.2,72,383661
3846,Los Eternos,(2021),6.3,52,367303
3847,Nadie,(I) (2021),7.4,64,301799
3848,Alerta roja,(2021),6.3,37,298553
3849,Matrix resurrecciones,(I) (2021),5.7,63,265770
3850,Cruella,(2021),7.3,59,250046
3851,Venom: Carnage liberado,(2021),5.9,49,245544
3852,Encanto,(2021),7.2,75,243371
3853,Godzilla vs Kong,(2021),6.3,59,224139
3854,The Tomorrow War,(2021),6.5,45,218029
3855,Jungle Cruise,(2021),6.6,50,203727
3856,Ghostbusters: El legado,(2021),7.1,45,197604
3857,Justicia implacable,(2021),7.1,57,195090
3858,El poder del perro,(2021),6.8,89,185997
3859,Mortal Kombat,(2021),6.1,44,183591
3860,Army of the Dead,(2021),5.8,57,180632
3861,Luca,(2021),7.4,71,179387
3862,El teléfono negro,(2021),6.9,65,173648
3863,El último duelo,(2021),7.4,67,169807
3864,Raya y el último dragón,(2021),7.3,74,162987
3865,King's Man: El origen,(2021),6.3,44,162085
3866,Last Night in Soho,(2021),7.0,65,156899
3867,Nightmare Alley,(2021),7.0,70,156090
3868,Rápidos y furiosos 9,(2021),5.2,58,153552
3869,CODA. Señales del corazón,(2021),8.0,72,151366
3870,La Casa Gucci,(2021),6.6,59,149547
3871,Viejos,(2021),5.8,55,146207
3872,La crónica francesa,(2021),7.1,74,140322
3873,The Guilty,(2021),6.3,63,139223
3874,Licorice Pizza,(2021),7.1,90,131474
3875,El Conjuro: El diablo me obligó a hacerlo,(2021),6.3,53,128796
3876,Rey Richard: Una Familia Ganadora,(2021),7.5,76,125931
3877,The Mitchells vs the Machines,(2021),7.6,81,119782
3878,Imperdonable,(2021),7.1,41,115191
3879,"tick, tick...BOOM!",(2021),7.5,74,114205
3880,Pequeños Secretos,(2021),6.3,54,113963
3881,The Green Knight,(2021),6.6,85,109993
3882,Duro de cuidar 2,(2021),6.1,32,102085
3883,Maligno,(I) (2021),6.2,51,101099
3884,Halloween Kills. La noche aún no termina,(2021),5.5,42,92770
3885,Finch,(2021),6.9,57,91025
3886,Amor Sin Barreras,(2021),7.2,85,90315
3887,Fear Street: 1994,(2021),6.2,67,88571
3888,Judas and the Black Messiah,(2021),7.4,85,87249
3889,The Worst Person in the World,(2021),7.8,90,84213
3890,El ejército de los ladrones,(2021),6.4,49,84146
3891,Pig,(I) (2021),6.9,82,83330
3892,Belfast,(2021),7.3,75,82825
3893,The Woman in the Window,(2021),5.7,41,79945
3894,The Dig,(2021),7.1,73,79518
3895,Sing 2: Ven y canta de nuevo,(2021),7.4,49,78411
3896,Space Jam: Una nueva era,(2021),4.5,36,77080
3897,Spencer,(2021),6.6,76,73299
3898,Coming 2 America,(2021),5.3,52,73163
3899,Candyman,(2021),5.9,72,71951
3900,The Lost Daughter,(2021),6.7,86,71088
3901,Fear Street: 1978,(2021),6.7,61,71081
3902,Más dura será la caída,(2021),6.6,68,68367
3903,Kate,(I) (2021),6.2,47,67277
3904,Aquellos que desean mi muerte,(2021),6.0,59,66935
3905,No respires 2,(2021),6.0,46,66928
3906,The White Tiger,(2021),7.1,76,63597
3907,Without Remorse,(II) (2021),5.8,41,62063
3908,Reminiscencia,(2021),5.9,46,61760
3909,Espiral. El juego del miedo continúa,(2021),5.2,40,60409
3910,Drive My Car,(2021),7.6,91,59462
3911,Resident Evil: Bienvenidos a Racoon City,(2021),5.2,44,59459
3912,Los santos de la mafia,(2021),6.3,60,59421
3913,Fear Street: 1666,(2021),6.6,68,59220
3914,Love Hard,(2021),6.3,42,57389
3915,The Mauritanian,(2021),7.4,53,57126
3916,Infinite,(2021),5.5,28,56391
3917,Escape Room 2: Reto mortal,(2021),5.7,48,55062
3918,Caos: El inicio,(2021),5.7,38,53673
3919,Blood Red Sky,(2021),6.1,43,52554
3920,Titane,(2021),6.5,75,51673
3921,Stillwater,(2021),6.6,60,51195
3922,En el barrio,(2021),7.3,84,50274
3923,Stowaway,(I) (2021),5.6,63,49844
3924,Gunpowder Milkshake,(2021),6.1,47,48686
3925,The Witcher: Nightmare of the Wolf,(2021),7.2,67,48150
3926,Fue La Mano de Dios,(2021),7.3,76,46994
3927,Riesgo Bajo Cero,(2021),5.6,42,44720
3928,Cinderella,(I) (2021),4.4,41,44438
3929,Outside the Wire,(2021),5.4,45,44402
3930,Thunder Force,(2021),4.5,34,44255
3931,Being the Ricardos,(2021),6.5,60,43471
3932,G.I. Joe: Snake Eyes,(2021),5.4,43,42740
3933,Oxygène,(2021),6.5,67,42240
3934,Espíritus oscuros,(2021),5.9,57,42189
3935,Fatherhood,(I) (2021),6.6,53,40983
3936,El protector,(2021),5.7,44,40755
3937,Palmer,(2021),7.2,53,39843
3938,La purga por siempre,(2021),5.4,53,39842
3939,The Card Counter,(2021),6.2,77,39835
3940,Malcolm & Marie,(2021),6.6,53,39681
3941,No Sudden Move,(2021),6.4,76,38719
3942,Ron Da Error,(2021),7.0,65,38139
3943,Tom y Jerry,(II) (2021),5.2,32,37919
